geneID	expression	avg_exonNum	max_exonNum	fibroblast_specificity	geneSymbol	geneClass	epiGeneClass	DHS_type	conservation	Chr.cpm	Nuc.cpm	Cyt.cpm	localization	transcriptType
CATG00000000124	0.0055738999732513	1	1	0	CATG00000000124.1	sense_overlap_RNA	__na	DHS_enhancer	0	0.313080769698908	0.0488585466685476	0	Chromatin bound	other
CATG00000000126	0.0341514687267892	1	1	0.0784634246015529	CATG00000000126.1	sense_overlap_RNA	__na	not_DHS	0	1.91039501152685	0.198216054256797	0.0970192836270162	Chromatin bound	other
CATG00000000130	0.0678005698227766	1	1	0.140987182983365	CATG00000000130.1	lncRNA_sense_intronic	__na	not_DHS	0	3.92778829153597	0.27568702301237	0.134319117638287	Chromatin bound	FANTOM CAT lncRNA
CATG00000000131	0.0516078210901497	1	1	0.191056910569106	CATG00000000131.1	lncRNA_sense_intronic	__na	not_DHS	0	2.92864373789754	0.251049187943506	0.0628434861139315	Chromatin bound	FANTOM CAT lncRNA
CATG00000000133	0.0492191224011179	1.25	2	0.152652005174644	CATG00000000133.1	lncRNA_sense_intronic	__na	not_DHS	222	8.3162320000631	1.03445504505796	0.295702412872799	Chromatin bound	FANTOM CAT lncRNA
CATG00000000134	0.00147255180780216	1	1	0.128655856948022	CATG00000000134.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	335.9	0	0	0	other	FANTOM CAT lncRNA
CATG00000000135	0.0579836115202286	1	1	0.0784445942908519	CATG00000000135.1	lncRNA_divergent	p_lncRNA_divergent	DHS_promoter	3471.5	0	0.0727567412613117	0	Nuclear soluble	FANTOM CAT lncRNA
CATG00000000137	0.000805626779736108	1	1	0.542857142857143	CATG00000000137.1	short_ncRNA	__na	not_DHS	507.5	0	0	0	other	other
CATG00000000138	0.0113945079162923	2	2	0.0709312445604874	CATG00000000138.1	sense_overlap_RNA	__na	not_DHS	0	1.20213884928423	0.184304236343172	0.0640262055200868	Chromatin bound	other
CATG00000000139	0.0261613413194603	2	2	0.162049861495845	CATG00000000139.1	sense_overlap_RNA	__na	not_DHS	0	1.21652677878339	0.0679313373291458	0.031422086008769	Chromatin bound	other
CATG00000000140	0.0128571591232659	2	2	0.305447470817121	CATG00000000140.1	sense_overlap_RNA	__na	not_DHS	0	1.94836774751434	0.446284853649276	0.0199399487839172	Chromatin bound	other
CATG00000000141	0.00772098537175039	2	2	0.159802306425041	CATG00000000141.1	sense_overlap_RNA	__na	DHS_enhancer	0	2.53302246619874	0.242584836381873	0.158599971039529	Chromatin bound	other
CATG00000000142	0.0336539874735906	2	2	0.0759312320916906	CATG00000000142.1	sense_overlap_RNA	__na	not_DHS	0	1.09685365670549	0.0625669645882589	0.0640266510550429	Chromatin bound	other
CATG00000000143	0.0116821310872481	2	2	0.0580204778156997	CATG00000000143.1	lncRNA_sense_intronic	__na	DHS_promoter	0	4.72042929646337	0.705248402034488	0.280613405607293	Chromatin bound	FANTOM CAT lncRNA
CATG00000000144	0.0224177212852109	1	1	0.0625	CATG00000000144.1	lncRNA_antisense	e_lncRNA	DHS_enhancer	505.1	5.32535918045811	0.436831423556028	0.248524040810099	Chromatin bound	FANTOM CAT lncRNA
CATG00000000145	0.0144068540781059	1	1	0.163608562691131	CATG00000000145.1	lncRNA_antisense	__na	not_DHS	451.8	3.88759301741227	0.581639368026511	0.068904535688455	Chromatin bound	FANTOM CAT lncRNA
CATG00000000146	0.00930304975560017	1	1	0.462176165803109	CATG00000000146.1	lncRNA_divergent	__na	not_DHS	676.9	0	0	0	other	FANTOM CAT lncRNA
CATG00000000147	0	1	1	0.160283687943262	CATG00000000147.1	lncRNA_sense_intronic	__na	not_DHS	0	0	0	0	other	FANTOM CAT lncRNA
CATG00000000148	0.0258784390650542	1.5	2	0.10146252285192	CATG00000000148.1	lncRNA_sense_intronic	__na	not_DHS	0	0.870318203462348	0.263187852169659	0.100890694547053	Chromatin bound	FANTOM CAT lncRNA
CATG00000000149	0.00301977783966824	1	1	0.188921859545005	CATG00000000149.1	sense_overlap_RNA	__na	DHS_enhancer	0	0.374175590279532	0.0339656190718603	0	Chromatin bound	other
CATG00000000150	0.0185622796133618	1	1	0.1441647597254	CATG00000000150.1	lncRNA_sense_intronic	__na	not_DHS	0	1.44730516137255	0.39405148659593	0.031422086008769	Chromatin bound	FANTOM CAT lncRNA
CATG00000000151	0.0133308838530887	1	1	0.108873505349276	CATG00000000151.1	sense_overlap_RNA	__na	not_DHS	0	2.0205332554196	0.46737892962565	0.157061423151172	Chromatin bound	other
CATG00000000152	0.098380100797697	2.5	3	0.258364953432218	CATG00000000152.1	lncRNA_sense_intronic	__na	not_DHS	0	3.59545590229736	0.843426900767531	0.10090175675877	Chromatin bound	FANTOM CAT lncRNA
CATG00000000154	0.00842031803420557	1.5	2	0.24025974025974	CATG00000000154.1	lncRNA_antisense	e_lncRNA	DHS_enhancer	5255.3	0.0746006037987721	0.103325755445635	0.0378246792122224	Nuclear soluble	FANTOM CAT lncRNA
CATG00000000155	2.8616199929531	1.75	3	0.469662921348315	CATG00000000155.1	lncRNA_divergent	p_lncRNA_divergent	DHS_promoter	403.6	0.549100792489401	1.26253159338679	0.0763471416922444	Nuclear soluble	Expressed lncRNA
CATG00000000156	0.0338110023293782	1	1	0.328641039523552	CATG00000000156.1	sense_overlap_RNA	__na	DHS_dyadic	189.5	0.512392970909946	0.447791341206107	0.139627087068281	Chromatin bound	other
CATG00000000157	0.0231650084316164	2	2	0.0199727081007319	CATG00000000157.1	sense_overlap_RNA	__na	not_DHS	0	0.507929304913142	0	0.0314219612990224	Chromatin bound	other
CATG00000000158	0.0131844919755013	2	2	0.253668763102725	CATG00000000158.1	sense_overlap_RNA	__na	DHS_enhancer	301	1.32148889291507	0.17465344278461	0.0314218365892757	Chromatin bound	other
CATG00000000159	0.133208078379473	1	1	0.379858657243816	CATG00000000159.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	1041.7	0.0218473137595974	0.17566163895613	0.0426968500130368	Nuclear soluble	FANTOM CAT lncRNA
CATG00000000160	0.0204883980319227	1	1	0.0956213340608375	CATG00000000160.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	422.5	0	0	0	other	FANTOM CAT lncRNA
CATG00000000161	0.275882577448722	1	1	0.455561766349916	CATG00000000161.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	1243.8	0.0670540505592426	0.106722388705971	0	Nuclear soluble	Expressed lncRNA
CATG00000000162	0.0312251171551324	1	1	0.149395509499136	CATG00000000162.1	lncRNA_sense_intronic	e_lncRNA	DHS_enhancer	0	0.41253350618203	0.182875876480073	0	Chromatin bound	FANTOM CAT lncRNA
CATG00000000163	1.71231416128627	1	1	0.525641025641026	CATG00000000163.1	lncRNA_divergent	p_lncRNA_divergent	DHS_promoter	5652.7	0.309644912676115	0.67810233612755	0.31717619480679	Nuclear soluble	Expressed lncRNA
CATG00000000164	0	2	2	0	CATG00000000164.1	lncRNA_antisense	e_lncRNA	DHS_enhancer	3966.9	0.0761984052014842	0.0680027553880018	0.0174909109255581	Chromatin bound	FANTOM CAT lncRNA
CATG00000000165	0.00832445856476751	1	1	0.398797595190381	CATG00000000165.1	lncRNA_antisense	__na	not_DHS	5926.9	0.013607473397382	0.00554212211877767	0	Chromatin bound	FANTOM CAT lncRNA
CATG00000000166	0.000502100755637927	1	1	0.118915588416513	CATG00000000166.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	188.6	0	0	0	other	FANTOM CAT lncRNA
CATG00000000167	0.0148829586280674	1.8	2	0.211318482841662	CATG00000000167.1	lncRNA_intergenic	e_lncRNA	DHS_enhancer	0	0.119051463103066	0.0339662141844118	0	Chromatin bound	FANTOM CAT lncRNA
CATG00000000168	0	1	1	0	CATG00000000168.1	sense_overlap_RNA	__na	DHS_enhancer	1270.5	0.0218476169523776	0.0339655860100519	0	Nuclear soluble	other
CATG00000000172	0	1	1	0.1153546375682	CATG00000000172.1	lncRNA_intergenic	__na	not_DHS	0	0	0	0	other	FANTOM CAT lncRNA
CATG00000000173	0.0010411988388579	2.5	3	0.172739806972622	CATG00000000173.1	coding_mRNA	coding_mRNA	DHS_promoter	703.5	0	0	0	other	other
CATG00000000175	0.00154312811199615	3.33	4	0.187725631768953	CATG00000000175.1	lncRNA_divergent	e_lncRNA	DHS_enhancer	3600.9	0	0	0	other	FANTOM CAT lncRNA
CATG00000000176	0.000522300121533894	4.75	7	0	CATG00000000176.1	lncRNA_intergenic	__na	not_DHS	1837.9	0	0	0	other	FANTOM CAT lncRNA
CATG00000000178	0.00489221474989974	2	2	0.143624161073826	CATG00000000178.1	lncRNA_intergenic	__na	not_DHS	0	0.256798351306099	0	0	Chromatin bound	FANTOM CAT lncRNA
CATG00000000179	0	2	2	0	CATG00000000179.1	lncRNA_sense_intronic	__na	not_DHS	0	0	0	0	other	FANTOM CAT lncRNA
CATG00000000180	0.0140123001299277	1	1	0.198175787728027	CATG00000000180.1	sense_overlap_RNA	__na	DHS_enhancer	4057.3	0.663462702042199	0.0339651231447341	0	Chromatin bound	other
CATG00000000181	0.00515258220341955	2	2	0.0968996435130172	CATG00000000181.1	sense_overlap_RNA	__na	not_DHS	0	0.746020196435216	0.0339655529482435	0	Chromatin bound	other
CATG00000000182	0.00999302457325784	2	2	0.238805970149254	CATG00000000182.1	sense_overlap_RNA	__na	DHS_enhancer	0	0.985016700913501	0.0657931640553172	0.0320132459677079	Chromatin bound	other
CATG00000000183	0.164307903741423	2	2	0.109630526953362	CATG00000000183.1	lncRNA_sense_intronic	e_lncRNA	DHS_enhancer	0	1.42961632775699	0.0310401449542401	0.0951406509346504	Chromatin bound	FANTOM CAT lncRNA
CATG00000000184	0.0397102711938026	2	2	0.181389870435807	CATG00000000184.1	sense_overlap_RNA	__na	not_DHS	0	0.234823752582949	0	0	Chromatin bound	other
CATG00000000185	0.220681745305301	2	2	0.214432989690722	CATG00000000185.1	lncRNA_sense_intronic	__na	not_DHS	145	2.88013484284996	0.3220606622241	0.0640266510550429	Chromatin bound	Expressed lncRNA
CATG00000000186	0.0236233521044693	1	1	0.245189935865812	CATG00000000186.1	sense_overlap_RNA	__na	not_DHS	0	1.52781256748485	0.111548297943282	0.128053079342608	Chromatin bound	other
CATG00000000187	0.0400787537284629	1	1	0.236766121270452	CATG00000000187.1	sense_overlap_RNA	__na	DHS_enhancer	443.6	2.09370974940868	0.0727577703889026	0.0326661274589999	Chromatin bound	other
CATG00000000188	0.0171224075208399	1	1	0.0403587443946188	CATG00000000188.1	sense_overlap_RNA	__na	DHS_enhancer	407.9	1.45496250180108	0.189130834711971	0.0948575764583844	Chromatin bound	other
CATG00000000189	0.0273812112677555	1	1	0.295546558704453	CATG00000000189.1	sense_overlap_RNA	__na	not_DHS	364.4	5.68733232258821	0.543262916225747	0.178731758971392	Chromatin bound	other
CATG00000000191	0.0425435188205064	2	2	0.51375	CATG00000000191.1	sense_overlap_RNA	__na	DHS_enhancer	438.4	7.51364910438146	0.610349107139983	0.195137497977274	Chromatin bound	other
CATG00000000192	0.092646735132171	1	1	0.183976261127596	CATG00000000192.1	sense_overlap_RNA	__na	DHS_enhancer	0	3.72125496781931	0.318199978355124	0.222356431996711	Chromatin bound	other
CATG00000000194	0.040584776632741	2	2	0	CATG00000000194.1	sense_overlap_RNA	__na	DHS_enhancer	302.5	1.39021191498033	0.118946534259031	0.0628442655498481	Chromatin bound	other
CATG00000000195	0.114304114063166	1	1	0.172185430463576	CATG00000000195.1	lncRNA_sense_intronic	__na	not_DHS	241.3	12.084164082924	0.97524846143588	0.398245918154738	Chromatin bound	FANTOM CAT lncRNA
CATG00000000196	0.0494324625873336	1	1	0.345481049562682	CATG00000000196.1	sense_overlap_RNA	__na	not_DHS	347.7	3.10280374987204	0.184305081883162	0.169663564471126	Chromatin bound	other
